Official Name Suburb,Official Name State
Meikleville Hill,Queensland
Mosman Park,Queensland
Mount Fox,Queensland
Mount Lindesay,Queensland
Mount Marlow,Queensland
Mount Samson,Queensland
Mount Stuart,Queensland
Mulambin,Queensland
Mungy,Queensland
Nankin,Queensland
Nundah,Queensland
Paddington,Queensland
Park Ridge,Queensland
Patrick Estate,Queensland
Perseverance,Queensland
Pine Hills,Queensland
Port Curtis,Queensland
Redbank Plains,Queensland
Rockville,Queensland
Rodgers Creek,Queensland
Runaway Bay,Queensland
Sarina Range,Queensland
Scotchy Pocket,Queensland
Selwyn,Queensland
Skyring Reserve,Queensland
Slacks Creek,Queensland
South Johnstone,Queensland
South Trees,Queensland
Stafford,Queensland
Stanwell,Queensland
Storm King,Queensland
Surfers Paradise,Queensland
Svensson Heights,Queensland
Swans Lagoon,Queensland
Taigum,Queensland
Tallai,Queensland
Tarawera,Queensland
The Range,Queensland
Townsville City,Queensland
Umbiram,Queensland
Watsonville,Queensland
Weerriba,Queensland
Westgrove,Queensland
Windera,Queensland
Wivenhoe Hill,Queensland
Woree,Queensland
Amyton,South Australia
Andamooka,South Australia
Arno Bay,South Australia
Baird Bay,South Australia
Barmera,South Australia
Beltana Station,South Australia
Blewitt Springs,South Australia
Brentwood,South Australia
Caltowie West,South Australia
Carawa,South Australia
Castambul,South Australia
Charleston,South Australia
Christies Beach,South Australia
Colonel Light Gardens,South Australia
Comaum,South Australia
Cooke Plains,South Australia
Coolillie,South Australia
Cortlinye,South Australia
Culburra,South Australia
Devlins Pound,South Australia
Evanston South,South Australia
Flagstaff Hill,South Australia
Fountain,South Australia
Gawler Belt,South Australia
Glenroy,South Australia
Hatherleigh,South Australia
Jabuk,South Australia
Jupiter Creek,South Australia
Kainton,South Australia
Kalanbi,South Australia
Kapinnie,South Australia
Klemzig,South Australia
Kringin,South Australia
Leigh Creek Station,South Australia
Lyndhurst,South Australia
Macumba,South Australia
Marryatville,South Australia
Melton,South Australia
Moonta Bay,South Australia
Moppa,South Australia
Moseley,South Australia
Mullaquana,South Australia
Mundoora,South Australia
Nalyappa,South Australia
Nangkita,South Australia
Owen,South Australia
Padthaway,South Australia
Panitya,South Australia
Parawa,South Australia
Payneham,South Australia
Peterhead,South Australia
Pike River,South Australia
Pine Creek,South Australia
Pinery,South Australia
Renmark,South Australia
Rochester,South Australia
Springton,South Australia
Stanley,South Australia
Steinfeld,South Australia
Sultana Point,South Australia
Sunnybrae,South Australia
The Pines,South Australia
Thorngate,South Australia
Tiddy Widdy Beach,South Australia
Tintinara,South Australia
Tungkillo,South Australia
Uworra,South Australia
Victor Harbor,South Australia
Wallaroo Plain,South Australia
West Beach,South Australia
West Richmond,South Australia
Williamstown,South Australia
Amelup,Western Australia
Antonymyre,Western Australia
Armadale,Western Australia
Balbarrup,Western Australia
Barrabup,Western Australia
Beachlands,Western Australia
Beresford,Western Australia
Boodarockin,Western Australia
Brabham,Western Australia
Buraminya,Western Australia
Canna,Western Australia
Castletown,Western Australia
Chadwick,Western Australia
Cookernup,Western Australia
Cooya Pooya,Western Australia
Cowcowing,Western Australia
Dale,Western Australia
Dawesville,Western Australia
Dowerin,Western Australia
Drome,Western Australia
East Lyons River,Western Australia
East Yuna,Western Australia
Ghooli,Western Australia
Gilgering,Western Australia
Gledhow,Western Australia
Jennapullin,Western Australia
Kingsley,Western Australia
Kronkup,Western Australia
Linfarne,Western Australia
Magenta,Western Australia
McKail,Western Australia
Mokup,Western Australia
Moonyoonooka,Western Australia
Moorine Rock,Western Australia
Mount Wells,Western Australia
Myalup,Western Australia
Myaree,Western Australia
Nabawa,Western Australia
North Cascade,Western Australia
O'Connor,Western Australia
Piawaning,Western Australia
Piesse Brook,Western Australia
Point Samson,Western Australia
Redgate,Western Australia
Rosa Brook,Western Australia
Ruabon,Western Australia
Safety Bay,Western Australia
Sinagra,Western Australia
South Boulder,Western Australia
South Datatine,Western Australia
South Glencoe,Western Australia
Throssell,Western Australia
Trafalgar,Western Australia
Two Rocks,Western Australia
Wadderin,Western Australia
Walpole,Western Australia
Warrachuppin,Western Australia
Waterloo,Western Australia
West Fitzgerald,Western Australia
West Pinjarra,Western Australia
Westonia,Western Australia
Whitby,Western Australia
Wilgoyne,Western Australia
Woodvale,Western Australia
Wyening,Western Australia
Zuytdorp,Western Australia
Barnes Bay,Tasmania
Cramps Bay,Tasmania
Cressy,Tasmania
Dunorlan,Tasmania
Florentine,Tasmania
Jetsonville,Tasmania
Judbury,Tasmania
Kimberley,Tasmania
Lady Barron,Tasmania
Lalla,Tasmania
Leeka,Tasmania
Lower Longley,Tasmania
Lymwood,Tasmania
Preston,Tasmania
Sisters Creek,Tasmania
Snug,Tasmania
South Spreyton,Tasmania
Stormlea,Tasmania
Sulphur Creek,Tasmania
Tods Corner,Tasmania
Weymouth,Tasmania
Acacia Hills,Northern Territory
Beswick Creek,Northern Territory
Brinkin,Northern Territory
Daguragu,Northern Territory
Darwin City,Northern Territory
Darwin River Dam,Northern Territory
East Arnhem,Northern Territory
Laramba,Northern Territory
Ludmilla,Northern Territory
Lyons,Northern Territory
Ross,Northern Territory
ACT Remainder - Jerrabomberra,Australian Capital Territory
ACT Remainder - Paddys River,Australian Capital Territory
Narrabundah,Australian Capital Territory
O'Malley,Australian Capital Territory
Pearce,Australian Capital Territory
Torrens,Australian Capital Territory
Weston,Australian Capital Territory
Alstonvale,New South Wales
Angledool,"New South Wales,Queensland"
Araluen,New South Wales
Auburn Vale,New South Wales
Bandon Grove,New South Wales
Barigan,New South Wales
Batar Creek,New South Wales
Bathampton,New South Wales
Bellawongarah,New South Wales
Bendick Murrell,New South Wales
Binnaway,New South Wales
Birdwood,New South Wales
Bowning,New South Wales
Braemar,New South Wales
Brocklehurst,New South Wales
Browns Mountain,New South Wales
Brunswick Heads,New South Wales
Buckaroo,New South Wales
Bucketty,New South Wales
Bullawa Creek,New South Wales
Bungonia,New South Wales
Cabbage Tree Island,New South Wales
Camden Park,New South Wales
Canley Vale,New South Wales
Canonba,New South Wales
Caringbah,New South Wales
Carrick,New South Wales
Cartwright,New South Wales
Casino,New South Wales
Catalina,New South Wales
Chifley,New South Wales
Chiswick,New South Wales
Church Point,New South Wales
Collarenebri,"New South Wales,Queensland"
Comerong Island,New South Wales
Couradda,New South Wales
Cremorne,New South Wales
Cremorne Point,New South Wales
Crosslands,New South Wales
Cullendore,New South Wales
Cumbandry,New South Wales
Cumberland Reach,New South Wales
Daceyville,New South Wales
Daroobalgie,New South Wales
Diggers Camp,New South Wales
Drake,New South Wales
Dunville Loop,New South Wales
East Coraki,New South Wales
East Tamworth,New South Wales
Elanora Heights,New South Wales
Elsmore,New South Wales
Elvina Bay,New South Wales
Enfield,New South Wales
Fernside,New South Wales
Fitzroy Falls,New South Wales
Forbes Creek,New South Wales
Gables,New South Wales
Gladesville,New South Wales
Glanmire,New South Wales
Glebe,New South Wales
Glen Elgin,New South Wales
Goombargana,New South Wales
Green Cape,New South Wales
Gulargambone,New South Wales
Gumble,New South Wales
Gundy,New South Wales
Hill Top,New South Wales
Iluka,New South Wales
Kalang,New South Wales
Karabar,New South Wales
Karuah,New South Wales
Kingsford,New South Wales
Kremnos,New South Wales
Kunama,New South Wales
Lakewood,New South Wales
Lambs Valley,New South Wales
Little Bay,New South Wales
Londonderry,New South Wales
Lower Duck Creek,New South Wales
Macksville,New South Wales
Marsden Park,New South Wales
Maxwell,New South Wales
Mellong,New South Wales
Millah Murrah,New South Wales
Minnie Water,New South Wales
Mogood,New South Wales
Mongarlowe,New South Wales
Moonbi,New South Wales
Moonbria,New South Wales
Moparrabah,New South Wales
Morning Bay,New South Wales
Mount Knowles,New South Wales
Mulgrave,New South Wales
Mumbulla Mountain,New South Wales
Mundamia,New South Wales
Nemingha,New South Wales
North Rocks,New South Wales
Nymagee,New South Wales
Old Bar,New South Wales
Pericoe,New South Wales
Piallaway,New South Wales
Pikapene,New South Wales
Pindaroi,New South Wales
Pyrmont,New South Wales
Queanbeyan East,New South Wales
Quidong,New South Wales
Ramsgate,New South Wales
Richlands,New South Wales
Rocky Glen,New South Wales
Rocky River,New South Wales
Round Swamp,New South Wales
Salisbury Plains,New South Wales
San Isidore,New South Wales
Shelly Beach,New South Wales
Simpkins Creek,New South Wales
Smiths Creek,New South Wales
Spring Farm,New South Wales
St Andrews,New South Wales
St Fillans,New South Wales
Stannum,New South Wales
Tarago,New South Wales
Tarana,New South Wales
Taree South,New South Wales
Telegraph Point,New South Wales
Tenambit,New South Wales
Terrace Creek,New South Wales
The Branch,New South Wales
Thirlmere,New South Wales
Thora,New South Wales
Tianjara,New South Wales
Timbarra,New South Wales
Toolijooa,New South Wales
Tooma,New South Wales
Trangie,New South Wales
Upper Burringbar,New South Wales
Upper Duroby,New South Wales
Upper Karuah River,New South Wales
Voyager Point,New South Wales
Wattle Ridge,New South Wales
Way Way,New South Wales
Welby,New South Wales
West Bathurst,New South Wales
West Wiangaree,New South Wales
Wingello,New South Wales
Wingham,New South Wales
Wollogorang,New South Wales
Wonboyn North,New South Wales
Woodville,New South Wales
Woolomin,New South Wales
Yagon,New South Wales
Yallah,New South Wales
Almonds,Victoria
Annuello,Victoria
Armstrong Creek,Victoria
Avoca,Victoria
Bahgallah,Victoria
Bakery Hill,Victoria
Bannockburn,Victoria
Barraport West,Victoria
Bass,Victoria
Bayswater North,Victoria
Beaconsfield,Victoria
Berringa,Victoria
Bethanga,Victoria
Bonnie Brook,Victoria
Braeside,Victoria
Breamlea,Victoria
Brewster,Victoria
Brimboal,Victoria
Brown Hill,Victoria
Bullioh,Victoria
Bungalally,Victoria
Bunguluke,Victoria
Charlton,Victoria
Chelsea Heights,Victoria
Chiltern Valley,Victoria
Clarkes Hill,Victoria
Coimadai,Victoria
Corindhap,Victoria
Cranbourne North,Victoria
Dereel,Victoria
Diggers Rest,Victoria
Dingwall,Victoria
Dookie College,Victoria
Eaglehawk,Victoria
Earlston,Victoria
Eastern View,Victoria
Enochs Point,Victoria
Essendon North,Victoria
Fish Creek,Victoria
Framlingham,Victoria
Framlingham East,Victoria
Franklinford,Victoria
Garibaldi,Victoria
Gelantipy,Victoria
Gipsy Point,Victoria
Glenlee,Victoria
Gooram,Victoria
Greens Creek,Victoria
Harkaway,Victoria
Harmers Haven,Victoria
Hastings,Victoria
Hawthorn,Victoria
Healesville,Victoria
Heathcote Junction,Victoria
Hopetoun Park,Victoria
Huntly North,Victoria
Joyces Creek,Victoria
Junortoun,Victoria
Kalorama,Victoria
Katunga,Victoria
Kerrie,Victoria
Kinnabulla,Victoria
Krowera,Victoria
Laen North,Victoria
Lah,Victoria
Lake Bunga,Victoria
Lake Eppalock,Victoria
Lake Wongan,Victoria
Lascelles,Victoria
Leaghur,Victoria
Ledcourt,Victoria
Lindsay Point,Victoria
Macclesfield,Victoria
Magpie,Victoria
Marlbed,Victoria
Mockinya,Victoria
Mokepilly,Victoria
Mount Dandenong,Victoria
Murra Warra,Victoria
Nareen,Victoria
Naringal East,Victoria
Newhaven,Victoria
Normanville,Victoria
Paradise Beach,Victoria
Patchewollock,Victoria
Pine View,Victoria
Pomonal,Victoria
Rathscar,Victoria
Reservoir,Victoria
Roxburgh Park,Victoria
Sarsfield,Victoria
Silverleaves,Victoria
Stony Creek,Victoria
Sunderland Bay,Victoria
Tallangatta South,Victoria
Tarrengower,Victoria
Teddywaddy,Victoria
The Basin,Victoria
Tintaldra,Victoria
Tresco West,Victoria
Tylden,Victoria
Tyrendarra,Victoria
Ultima,Victoria
Wairewa,Victoria
Wando Vale,Victoria
Wilkur,Victoria
Windermere,Victoria
Woodend,Victoria
Wychitella North,Victoria
Yanakie,Victoria
Yarragon,Victoria
Airdmillan,Queensland
Aratula,Queensland
Ball Bay,Queensland
Belgian Gardens,Queensland
Bohle Plains,Queensland
Boodua,Queensland
Boulia,Queensland
Boyneside,Queensland
Brandon,Queensland
Bundaberg Central,Queensland
Burleigh,Queensland
Byee,Queensland
Calcium,Queensland
Cameron Corner,Queensland
Capella,Queensland
Chewko,Queensland
Clagiraba,Queensland
Coorparoo,Queensland
Craiglie,Queensland
Cranley,Queensland
Cunnamulla,Queensland
Daradgee,Queensland
Delan,Queensland
Delaneys Creek,Queensland
Dirranbandi,Queensland
Dixie,Queensland
Doongul,Queensland
Dundowran,Queensland
Dunmore,Queensland
East Haldon,Queensland
East Ipswich,Queensland
East Trinity,Queensland
Emu Vale,Queensland
Ferny Glen,Queensland
Ferny Grove,Queensland
Formartin,Queensland
Gadgarra,Queensland
Grantham,Queensland
Gumlow,Queensland
Jerona,Queensland
Kaimkillenbun,Queensland
Kalunga,Queensland
Kensington,Queensland
Kingaham,Queensland
Kirkwood,Queensland
Kitoba,Queensland
Kooroomool,Queensland
Kureelpa,Queensland
Laidley North,Queensland
Mackenzie River,Queensland
Marcoola,Queensland
Maryborough,Queensland
Marys Creek,Queensland
Mermaid Beach,Queensland
Miallo,Queensland
Miara,Queensland
Millmerran Woods,Queensland
Montville,Queensland
Moorang,Queensland
Mount Bindango,Queensland
Mount Carbine,Queensland
Mount Wyatt,Queensland
Mp Creek,Queensland
Mulgrave,Queensland
Nicholson,Queensland
Norman Park,Queensland
Numinbah Valley,Queensland
Oakey Creek,Queensland
Ooralea,Queensland
Placid Hills,Queensland
Plainland,Queensland
Proserpine,Queensland
Proston,Queensland
Purga,Queensland
Rangeville,Queensland
Rocksberg,Queensland
Rollingstone,Queensland
Sandy Camp,Queensland
Sapphire Central,Queensland
Scottville,Queensland
Shirbourne,Queensland
Southside,Queensland
Southwood,Queensland
Spring Hill,Queensland
Stockyard,Queensland
Stonelands,Queensland
Suttor,Queensland
Tabragalba,Queensland
Talaroo,Queensland
Tamaree,Queensland
Tellebang,Queensland
Three Rivers,Queensland
Tugun,Queensland
Upper Caboolture,Queensland
Upper Kandanga,Queensland
Upper Warrego,Queensland
Waikola,Queensland
Wandoan,Queensland
Webb,Queensland
Westwood,Queensland
White Mountain,Queensland
White Rock,Queensland
Widgeegoara,Queensland
Willowvale,Queensland
Windaroo,Queensland
Winton,Queensland
Woody Point,Queensland
Woombye,Queensland
Wooroonooran,Queensland
Yeronga,Queensland
Yuleba North,Queensland
Yuruga,Queensland
Zilzie,Queensland
Adelaide Airport,South Australia
Albert Park,South Australia
Allendale East,South Australia
Angas Valley,South Australia
Broughton River Valley,South Australia
Clare,South Australia
Cumberland Park,South Australia
Custon,South Australia
Edinburgh,South Australia
Elizabeth Grove,South Australia
Ethelton,South Australia
Fischer,South Australia
Gilles Plains,South Australia
Hillcrest,South Australia
Hindmarsh Valley,South Australia
Holden Hill,South Australia
James Well,South Australia
Kallora,South Australia
Loxton North,South Australia
McLaren Vale,South Australia
Mimili,South Australia
Mitchell Park,South Australia
Moorook South,South Australia
Morn Hill,South Australia
Noarlunga Downs,South Australia
Palmer,South Australia
Paratoo,South Australia
Penrice,South Australia
Prospect,South Australia
Pureba,South Australia
Pygery,South Australia
Risdon Park,South Australia
Riverglades,South Australia
Robertstown,South Australia
Rocky Gully,South Australia
Roxby Downs,South Australia
Salisbury Heights,South Australia
Salisbury Plain,South Australia
Seddon,South Australia
Senior,South Australia
Somerton Park,South Australia
Spence,South Australia
Stanley Flat,South Australia
Wayville,South Australia
White Hut,South Australia
Willalooka,South Australia
Woodleigh,South Australia
Woodville Gardens,South Australia
Woodville North,South Australia
Yacka,South Australia
Yantanabie,South Australia
Yanyarrie,South Australia
Baandee,Western Australia
Bickley,Western Australia
Bow Bridge,Western Australia
Buckland,Western Australia
Canning Vale,Western Australia
Carlisle,Western Australia
Cartmeticup,Western Australia
Cleaverville,Western Australia
Davenport,Western Australia
Denmark,Western Australia
Dindiloa,Western Australia
Eaton,Western Australia
Eganu,Western Australia
Geraldton,Western Australia
Gibson Desert North,Western Australia
Girrawheen,Western Australia
Greenwoods Valley,Western Australia
Helena Valley,Western Australia
Hilbert,Western Australia
Hillside,Western Australia
Hoddys Well,Western Australia
Kalbarri National Park,Western Australia
Kardinya,Western Australia
Karrakatta,Western Australia
Kondut,Western Australia
Malaga,Western Australia
Mallee Hill,Western Australia
